STD
Gleznotāja Miervalža Ķemera gatve 2, Jūrmala, LV-2012
Gleznotāja Miervalža Ķemera gatve 5, Jūrmala, LV-2012
Glūdas iela 16, Jūrmala, LV-2016
Glūdas iela 18, Jūrmala, LV-2016
Glūdas iela 24, Jūrmala, LV-2016
Kastaņolas iela 2, Jūrmala, LV-2015
Kastaņolas iela 8, Jūrmala, LV-2015
Grāvju iela 10, Jūrmala, LV-2008
Grāvju iela 11, Jūrmala, LV-2008
Grāvju iela 13A, Jūrmala, LV-2008
Grāvju iela 14A, Jūrmala, LV-2008
Grāvju iela 22, Jūrmala, LV-2008
Grāvju iela 23, Jūrmala, LV-2008
Grāvju iela 28, Jūrmala, LV-2008
Grāvju iela 29, Jūrmala, LV-2008
Grāvju iela 31, Jūrmala, LV-2008
Grāvju iela 38, Jūrmala, LV-2008
Grāvju iela 4, Jūrmala, LV-2008
Grāvju iela 42, Jūrmala, LV-2008
Grāvju iela 45, Jūrmala, LV-2008
Grāvju iela 46/48, Jūrmala, LV-2008
Grāvju iela 49, Jūrmala, LV-2008
Grāvju iela 5, Jūrmala, LV-2008
Grāvju iela 57, Jūrmala, LV-2008
Grāvju iela 59, Jūrmala, LV-2008
Grāvju iela 63, Jūrmala, LV-2008
Grāvju iela 69, Jūrmala, LV-2008
Grāvju iela 7, Jūrmala, LV-2008
Grāvju iela 71A, Jūrmala, LV-2008
Grāvju iela 8, Jūrmala, LV-2008
Grīšļa iela 1, Jūrmala, LV-2015
Grīšļa iela 1A, Jūrmala, LV-2015
Grīšļa iela 2, Jūrmala, LV-2015
Grīšļa iela 3, Jūrmala, LV-2015
Grīšļa iela 4, Jūrmala, LV-2015
Grīšļa iela 5, Jūrmala, LV-2015
Grīvas iela 16, Jūrmala, LV-2011
Grīvas iela 1A, Jūrmala, LV-2011
Grīvas iela 7A, Jūrmala, LV-2011
Grīvas iela 7B, Jūrmala, LV-2011
Grīvas iela 9A, Jūrmala, LV-2011
Grobiņas iela 2A, Jūrmala, LV-2011
Gulbju iela 1, Jūrmala, LV-2008
Gulbju iela 14, Jūrmala, LV-2008
Gulbju iela 16, Jūrmala, LV-2008
Gulbju iela 2, Jūrmala, LV-2008
Gulbju iela 22, Jūrmala, LV-2008
Gulbju iela 24, Jūrmala, LV-2008
Gulbju iela 24A, Jūrmala, LV-2008
Gulbju iela 24B, Jūrmala, LV-2008
Gulbju iela 25, Jūrmala, LV-2008
Gulbju iela 26, Jūrmala, LV-2008
Gulbju iela 27, Jūrmala, LV-2008
Gulbju iela 29, Jūrmala, LV-2008
Gulbju iela 3, Jūrmala, LV-2008
Gulbju iela 30, Jūrmala, LV-2008
Gulbju iela 32, Jūrmala, LV-2008
Gulbju iela 33, Jūrmala, LV-2008
Gulbju iela 35A, Jūrmala, LV-2008
Gulbju iela 37, Jūrmala, LV-2008
Gulbju iela 39, Jūrmala, LV-2008
Gulbju iela 4, Jūrmala, LV-2008
Gulbju iela 41, Jūrmala, LV-2008
Gulbju iela 47, Jūrmala, LV-2008
Gulbju iela 48, Jūrmala, LV-2008
Gulbju iela 50, Jūrmala, LV-2008
Gulbju iela 52, Jūrmala, LV-2008
Gulbju iela 54, Jūrmala, LV-2008
Gulbju iela 55, Jūrmala, LV-2008
Gulbju iela 5A, Jūrmala, LV-2008
Gulbju iela 6, Jūrmala, LV-2008
Gulbju iela 61, Jūrmala, LV-2008
Gulbju iela 63, Jūrmala, LV-2008
Gulbju iela 63A, Jūrmala, LV-2008
Gulbju iela 63B, Jūrmala, LV-2008
Gulbju iela 73A, Jūrmala, LV-2008
Gulbju iela 73B, Jūrmala, LV-2008
Gulbju iela 77, Jūrmala, LV-2008
Lapsu iela 21, Jūrmala, LV-2008
Gulbju iela 8, Jūrmala, LV-2008
Gulbju iela 83A, Jūrmala, LV-2011
Gulbju iela 85A, Jūrmala, LV-2011
Gulbju iela 87, Jūrmala, LV-2011
Gulbju iela 91, Jūrmala, LV-2011
Hercoga Jēkaba iela 1, Jūrmala, LV-2011
Hercoga Jēkaba iela 10, Jūrmala, LV-2011
Hercoga Jēkaba iela 12, Jūrmala, LV-2011
Hercoga Jēkaba iela 4, Jūrmala, LV-2011
Hercoga Jēkaba iela 8, Jūrmala, LV-2011
Hercoga Jēkaba iela 8A, Jūrmala, LV-2011
Iecavas iela 1, Jūrmala, LV-2008
Iecavas iela 4, Jūrmala, LV-2008
Iecavas iela 5, Jūrmala, LV-2008
Ķeguma iela 1, Jūrmala, LV-2011
Ķeguma iela 4, Jūrmala, LV-2011
Ķeguma iela 5, Jūrmala, LV-2011
Ķeguma iela 9, Jūrmala, LV-2011
Ķeistuta iela 3, Jūrmala, LV-2008
Ķemeru iela 15A, Jūrmala, LV-2015
Ķemeru iela 16, Jūrmala, LV-2015
Ķemeru iela 19, Jūrmala, LV-2015
Ķemeru iela 1A, Jūrmala, LV-2015
Ķemeru iela 2, Jūrmala, LV-2015
Ķemeru iela 20, Jūrmala, LV-2015
Ķemeru iela 21, Jūrmala, LV-2015
Ķemeru iela 26, Jūrmala, LV-2015
Ķemeru iela 27, Jūrmala, LV-2015
Ķemeru iela 32, Jūrmala, LV-2015
Ķemeru iela 34, Jūrmala, LV-2015
Ķemeru iela 35, Jūrmala, LV-2015
Ķemeru iela 39, Jūrmala, LV-2015
Ķemeru iela 3A, Jūrmala, LV-2015
Ķemeru iela 3B, Jūrmala, LV-2015
Ķemeru iela 40, Jūrmala, LV-2015
Ķemeru iela 41, Jūrmala, LV-2015
Ķemeru iela 43A, Jūrmala, LV-2015
Ķemeru iela 46, Jūrmala, LV-2015
Ķemeru iela 46A, Jūrmala, LV-2015
Ķemeru iela 48B, Jūrmala, LV-2015
Ķemeru iela 52A, Jūrmala, LV-2015
Ķemeru iela 52B, Jūrmala, LV-2015
Ķemeru iela 55, Jūrmala, LV-2010
Ķemeru iela 59, Jūrmala, LV-2010
Ķemeru iela 6, Jūrmala, LV-2015
Ķemeru iela 60, Jūrmala, LV-2015
Ķemeru iela 61, Jūrmala, LV-2010
Ķemeru iela 64A, Jūrmala, LV-2015
Ķemeru iela 6A, Jūrmala, LV-2015
Ķemeru iela 8, Jūrmala, LV-2015
Ķemeru iela 86, Jūrmala, LV-2010
Ģertrūdes prospekts 1, Jūrmala, LV-2008
Ģertrūdes prospekts 13, Jūrmala, LV-2008
Ģertrūdes prospekts 19, Jūrmala, LV-2008
Ģertrūdes prospekts 26, Jūrmala, LV-2008
Ģertrūdes prospekts 28, Jūrmala, LV-2008
Ģertrūdes prospekts 38, Jūrmala, LV-2008
Ģertrūdes prospekts 46, Jūrmala, LV-2008
Ģertrūdes prospekts 8, Jūrmala, LV-2008
Ievu iela 6, Jūrmala, LV-2015
Ievu iela 6A, Jūrmala, LV-2015
Ievu iela 9, Jūrmala, LV-2015
Ķiršu iela 15, Jūrmala, LV-2016
Ķiršu iela 16, Jūrmala, LV-2016
Ķiršu iela 20, Jūrmala, LV-2016
Ikšķiles iela 1, Jūrmala, LV-2015
Ikšķiles iela 3, Jūrmala, LV-2015
Ikšķiles iela 4, Jūrmala, LV-2015
Ilgas iela 3, Jūrmala, LV-2008
Ilgas iela 4, Jūrmala, LV-2008
Ilgas iela 5, Jūrmala, LV-2008
Ilūkstes iela 1, Jūrmala, LV-2015
Ilūkstes iela 3, Jūrmala, LV-2015
Imantas iela 4, Jūrmala, LV-2008
Imantas iela 8, Jūrmala, LV-2008
Indrānu iela 1, Jūrmala, LV-2010
Indrānu iela 3, Jūrmala, LV-2010
Indras iela 1, Jūrmala, LV-2015
Indras iela 2, Jūrmala, LV-2015
Induļa iela 2, Jūrmala, LV-2008
Induļa iela 6, Jūrmala, LV-2008
Ineša iela 6, Jūrmala, LV-2008
Irbju iela 1, Jūrmala, LV-2011
Irbju iela 10, Jūrmala, LV-2011
Irbju iela 11, Jūrmala, LV-2011
Irbju iela 13, Jūrmala, LV-2011
Irbju iela 14A, Jūrmala, LV-2011
Irbju iela 14B, Jūrmala, LV-2011
Irbju iela 15, Jūrmala, LV-2011
Irbju iela 17, Jūrmala, LV-2011
Irbju iela 18, Jūrmala, LV-2011
Irbju iela 26, Jūrmala, LV-2011
Irbju iela 27, Jūrmala, LV-2011
Irbju iela 3, Jūrmala, LV-2011
Irbju iela 30, Jūrmala, LV-2011
Irbju iela 31, Jūrmala, LV-2011
Irbju iela 42, Jūrmala, LV-2011
Irbju iela 5, Jūrmala, LV-2011
Irbju iela 55, Jūrmala, LV-2011
Irbju iela 6, Jūrmala, LV-2011
Irbju iela 7, Jūrmala, LV-2011
Irbju iela 8, Jūrmala, LV-2011
Irbju iela 9, Jūrmala, LV-2011
Īves iela 2, Jūrmala, LV-2008
Īves iela 3, Jūrmala, LV-2008
Jāņa Pliekšāna iela 102, Jūrmala, LV-2015
Jāņa Pliekšāna iela 10A, Jūrmala, LV-2015
Jāņa Pliekšāna iela 12, Jūrmala, LV-2015
Jāņa Pliekšāna iela 18, Jūrmala, LV-2015
Jāņa Pliekšāna iela 20, Jūrmala, LV-2015
Jāņa Pliekšāna iela 21, Jūrmala, LV-2015
Jāņa Pliekšāna iela 24, Jūrmala, LV-2015
Jāņa Pliekšāna iela 25, Jūrmala, LV-2015
Jāņa Pliekšāna iela 29, Jūrmala, LV-2015
Jāņa Pliekšāna iela 30, Jūrmala, LV-2015
Jāņa Pliekšāna iela 31, Jūrmala, LV-2015
Jāņa Pliekšāna iela 38, Jūrmala, LV-2015
Jāņa Pliekšāna iela 4, Jūrmala, LV-2015
Jāņa Pliekšāna iela 40A, Jūrmala, LV-2015
Jāņa Pliekšāna iela 41, Jūrmala, LV-2015
Jāņa Pliekšāna iela 42, Jūrmala, LV-2015
Jāņa Pliekšāna iela 47, Jūrmala, LV-2015
Jāņa Pliekšāna iela 54, Jūrmala, LV-2015
Jāņa Pliekšāna iela 57, Jūrmala, LV-2015
Jāņa Pliekšāna iela 6, Jūrmala, LV-2015
Jāņa Pliekšāna iela 61, Jūrmala, LV-2015
Jāņa Pliekšāna iela 64A, Jūrmala, LV-2015
Jāņa Pliekšāna iela 65, Jūrmala, LV-2015
Jāņa Pliekšāna iela 66, Jūrmala, LV-2015
Jāņa Pliekšāna iela 66A, Jūrmala, LV-2015
Jāņa Pliekšāna iela 71, Jūrmala, LV-2015
Jāņa Pliekšāna iela 72, Jūrmala, LV-2015
Jāņa Pliekšāna iela 73, Jūrmala, LV-2015
Jāņa Pliekšāna iela 73B, Jūrmala, LV-2015
Jāņa Pliekšāna iela 76, Jūrmala, LV-2015
Jāņa Pliekšāna iela 8, Jūrmala, LV-2015
Ormaņu iela 1, Jūrmala, LV-2015
Ormaņu iela 5A, Jūrmala, LV-2015
Jāņa Pliekšāna iela 9, Jūrmala, LV-2015
Jāņa Pliekšāna iela 90, Jūrmala, LV-2015
Jāņa Pliekšāna iela 91, Jūrmala, LV-2015
Jāņa Pliekšāna iela 96, Jūrmala, LV-2015
Jāņa Pliekšāna iela 98, Jūrmala, LV-2015
Jāņa Pliekšāna iela 99, Jūrmala, LV-2015
Poruka prospekts 12, Jūrmala, LV-2008
Poruka prospekts 2, Jūrmala, LV-2015
Poruka prospekts 27, Jūrmala, LV-2015
Poruka prospekts 39, Jūrmala, LV-2015
Poruka prospekts 41, Jūrmala, LV-2015
Poruka prospekts 45, Jūrmala, LV-2015
Poruka prospekts 47, Jūrmala, LV-2015
Poruka prospekts 5, Jūrmala, LV-2015
Poruka prospekts 51, Jūrmala, LV-2015
Poruka prospekts 53, Jūrmala, LV-2015
Poruka prospekts 57, Jūrmala, LV-2008
Poruka prospekts 59, Jūrmala, LV-2008
Poruka prospekts 61, Jūrmala, LV-2008
Poruka prospekts 69, Jūrmala, LV-2008
Poruka prospekts 71, Jūrmala, LV-2008
Poruka prospekts 73, Jūrmala, LV-2008
Poruka prospekts 77, Jūrmala, LV-2008
Poruka prospekts 79, Jūrmala, LV-2008
Poruka prospekts 8, Jūrmala, LV-2008
Poruka prospekts 81, Jūrmala, LV-2008
Poruka prospekts 85, Jūrmala, LV-2008
Poruka prospekts 89, Jūrmala, LV-2008
Poruka prospekts 93, Jūrmala, LV-2008
Jaņa Rozentāla iela 1A, Jūrmala, LV-2012
Jaņa Rozentāla iela 4, Jūrmala, LV-2012
Jaņa Rozentāla iela 6A, Jūrmala, LV-2012
Jāņa Sudrabkalna iela 1, Jūrmala, LV-2016
Jāņa Sudrabkalna iela 10, Jūrmala, LV-2016
Jāņa Sudrabkalna iela 12, Jūrmala, LV-2016
Jāņa Sudrabkalna iela 1A, Jūrmala, LV-2016
Jāņa Sudrabkalna iela 1B, Jūrmala, LV-2016
Jāņa Sudrabkalna iela 5, Jūrmala, LV-2016
Jāņa Sudrabkalna iela 6, Jūrmala, LV-2016
Jasmīnu iela 3, Jūrmala, LV-2010
Jasmīnu iela 4, Jūrmala, LV-2010
Jasmīnu iela 8, Jūrmala, LV-2010
Jaunā iela 10, Jūrmala, LV-2015
Jaunā iela 12, Jūrmala, LV-2015
Jaunā iela 14, Jūrmala, LV-2015
Jaunā iela 17, Jūrmala, LV-2015
Jaunā iela 24, Jūrmala, LV-2015
Jaunā iela 25, Jūrmala, LV-2015
Jaunā iela 26, Jūrmala, LV-2015
Jaunā iela 28, Jūrmala, LV-2015
Jaunā iela 37, Jūrmala, LV-2015
Jaunā iela 38, Jūrmala, LV-2015
Jaunā iela 39, Jūrmala, LV-2015
Jaunā iela 4, Jūrmala, LV-2015
Jaunā iela 41, Jūrmala, LV-2015
Jaunā iela 42, Jūrmala, LV-2015
Jaunā iela 43A, Jūrmala, LV-2015
Jaunā iela 44, Jūrmala, LV-2015
Jaunā iela 49, Jūrmala, LV-2015
Jaunā iela 5, Jūrmala, LV-2015
Jaunā iela 50, Jūrmala, LV-2015
Jaunā iela 50A, Jūrmala, LV-2015
Jaunā iela 51, Jūrmala, LV-2015
Jaunā iela 52A, Jūrmala, LV-2015
Jaunā iela 57, Jūrmala, LV-2015
Jaunā iela 57B, Jūrmala, LV-2015
Jaunā iela 58, Jūrmala, LV-2015
Jaunā iela 6, Jūrmala, LV-2015
Jaunā iela 60, Jūrmala, LV-2015
Jaunā iela 62, Jūrmala, LV-2015
Jaunā iela 63, Jūrmala, LV-2015
Jaunā iela 66, Jūrmala, LV-2015
Jaunā iela 7, Jūrmala, LV-2015
Jaunā iela 71, Jūrmala, LV-2015
Jaunā iela 71A, Jūrmala, LV-2015
Jaunā iela 73, Jūrmala, LV-2015
Jaunā iela 75, Jūrmala, LV-2015
Jaunā iela 77A, Jūrmala, LV-2015
Jaunā iela 80, Jūrmala, LV-2015
Jaunā iela 81A, Jūrmala, LV-2015
Jaunā iela 9, Jūrmala, LV-2015
Jaunā iela 9A, Jūrmala, LV-2015
Jaunatnes iela 1, Jūrmala, LV-2016
Jaunatnes iela 10, Jūrmala, LV-2016
Jaunatnes iela 12, Jūrmala, LV-2016
Jaunatnes iela 5, Jūrmala, LV-2016
Jaunatnes iela 7, Jūrmala, LV-2016
Jaunedinburgas iela 4, Jūrmala, LV-2015
Jaunķemeru ceļš 1, Jūrmala, LV-2012
Jaunķemeru ceļš 2, Jūrmala, LV-2012
Jaunķemeru ceļš 7, Jūrmala, LV-2012
Jēkaba iela 2, Jūrmala, LV-2008
Jēkaba iela 3, Jūrmala, LV-2008
Jēkaba iela 4, Jūrmala, LV-2008
Jēkaba iela 5, Jūrmala, LV-2008
Jēkaba iela 6, Jūrmala, LV-2008
Jēkabpils iela 11, Jūrmala, LV-2011
Jelgavas iela 1, Jūrmala, LV-2010
Jelgavas iela 12, Jūrmala, LV-2010
Jelgavas iela 13, Jūrmala, LV-2010
Jelgavas iela 2, Jūrmala, LV-2010
Mazā Jelgavas iela 20 k-1, Jūrmala, LV-2010
Jelgavas iela 2A, Jūrmala, LV-2010
Jelgavas iela 4, Jūrmala, LV-2010
Jelgavas iela 4A, Jūrmala, LV-2010
Jomas iela 12, Jūrmala, LV-2015
Jomas iela 15, Jūrmala, LV-2015
Jomas iela 16, Jūrmala, LV-2015
Jomas iela 18, Jūrmala, LV-2015
Jomas iela 18A, Jūrmala, LV-2015
Jomas iela 19, Jūrmala, LV-2015
Jomas iela 2, Jūrmala, LV-2015
Jomas iela 22, Jūrmala, LV-2015
Jomas iela 24A, Jūrmala, LV-2015
Jomas iela 25, Jūrmala, LV-2015
Jomas iela 26, Jūrmala, LV-2015
Jomas iela 27, Jūrmala, LV-2015
Jomas iela 30, Jūrmala, LV-2015
Jomas iela 32/34, Jūrmala, LV-2015
Jomas iela 33, Jūrmala, LV-2015
Jomas iela 36, Jūrmala, LV-2015
Jomas iela 38, Jūrmala, LV-2015
Jomas iela 4, Jūrmala, LV-2015
Jomas iela 43, Jūrmala, LV-2015
Jomas iela 48, Jūrmala, LV-2015
Jomas iela 50, Jūrmala, LV-2015
Jomas iela 59, Jūrmala, LV-2015
Jomas iela 6, Jūrmala, LV-2015
Jomas iela 68, Jūrmala, LV-2015
Jomas iela 73, Jūrmala, LV-2015
Jomas iela 76, Jūrmala, LV-2015
Jomas iela 78, Jūrmala, LV-2015
Jomas iela 8, Jūrmala, LV-2015
Jomas iela 83, Jūrmala, LV-2015
Jomas iela 84, Jūrmala, LV-2015
Jomas iela 88A, Jūrmala, LV-2015
Jomas iela 9, Jūrmala, LV-2015
Juglas iela 1, Jūrmala, LV-2015
Juglas iela 4, Jūrmala, LV-2015
Juglas iela 3, Jūrmala, LV-2015
Juglas iela 4A, Jūrmala, LV-2015
Jura Alunāna iela 11, Jūrmala, LV-2008
Jura Alunāna iela 2, Jūrmala, LV-2008
Jura Alunāna iela 4, Jūrmala, LV-2008
Jura Alunāna iela 4A, Jūrmala, LV-2008
Jūras iela 1, Jūrmala, LV-2015
Jūras iela 10, Jūrmala, LV-2015
Jūras iela 12, Jūrmala, LV-2015
Jūras iela 16, Jūrmala, LV-2015
Jūras iela 2, Jūrmala, LV-2015
Jūras iela 20, Jūrmala, LV-2015
Jūras iela 23, Jūrmala, LV-2015
Jūras iela 22, Jūrmala, LV-2015
Jūras iela 26, Jūrmala, LV-2015
Jūras iela 27, Jūrmala, LV-2015
Jūras iela 28, Jūrmala, LV-2015
Jūras iela 29, Jūrmala, LV-2015
Jūras iela 3, Jūrmala, LV-2015
Jūras iela 31, Jūrmala, LV-2015
Jūras iela 33, Jūrmala, LV-2015
Jūras iela 34, Jūrmala, LV-2015
Jūras iela 35, Jūrmala, LV-2015
Jūras iela 36, Jūrmala, LV-2015
Jūras iela 37, Jūrmala, LV-2015
Jūras iela 39, Jūrmala, LV-2015
Jūras iela 44, Jūrmala, LV-2015
Jūras iela 49, Jūrmala, LV-2015
Jūras iela 5, Jūrmala, LV-2015
Jūras iela 50, Jūrmala, LV-2015
Jūras iela 52, Jūrmala, LV-2015
Jūras iela 53, Jūrmala, LV-2015
Jūras iela 54, Jūrmala, LV-2015
Jūras iela 55, Jūrmala, LV-2015
Jūras iela 56, Jūrmala, LV-2015
Jūras iela 57, Jūrmala, LV-2015
Jūras iela 58, Jūrmala, LV-2015
Jūras iela 59, Jūrmala, LV-2015
Jūras iela 6, Jūrmala, LV-2015
Jūras iela 9/11, Jūrmala, LV-2015
Jurģu iela 12, Jūrmala, LV-2011
Jurģu iela 1A, Jūrmala, LV-2011
Jurģu iela 2A, Jūrmala, LV-2011
Jurģu iela 2B, Jūrmala, LV-2011
Jūrkalnes iela 1, Jūrmala, LV-2011
Jūrkalnes iela 19, Jūrmala, LV-2011
Jūrkalnes iela 2, Jūrmala, LV-2011
Jūrkalnes iela 21, Jūrmala, LV-2011
Jūrkalnes iela 23A, Jūrmala, LV-2011
Jūrkalnes iela 25, Jūrmala, LV-2011
Jūrkalnes iela 27, Jūrmala, LV-2011
Jūrkalnes iela 31A, Jūrmala, LV-2011
Cidoniju iela 7, Jūrmala, LV-2011
Jūrkalnes iela 35, Jūrmala, LV-2011
Jūrkalnes iela 37, Jūrmala, LV-2011
Jūrkalnes iela 41, Jūrmala, LV-2011
Jūrkalnes iela 41A, Jūrmala, LV-2011
Jūrmalas iela 17, Jūrmala, LV-2016
Jūrmalas iela 2, Jūrmala, LV-2016
Jūrmalas iela 7, Jūrmala, LV-2016
Kadiķu iela 11, Jūrmala, LV-2008
Kadiķu iela 16, Jūrmala, LV-2008
Kadiķu iela 2, Jūrmala, LV-2008
Kadiķu iela 25A, Jūrmala, LV-2008
Kadiķu iela 29, Jūrmala, LV-2008
Kadiķu iela 30, Jūrmala, LV-2008
Kadiķu iela 32, Jūrmala, LV-2008
Kadiķu iela 4B, Jūrmala, LV-2008
Kadiķu iela 5A, Jūrmala, LV-2008
Kadiķu iela 8, Jūrmala, LV-2008
Kadiķu iela 8A, Jūrmala, LV-2008
Kaiju iela 1, Jūrmala, LV-2015
Kaiju iela 2, Jūrmala, LV-2015
Kaiju iela 4, Jūrmala, LV-2015
Kalēju iela 17, Jūrmala, LV-2008
Kalēju iela 18, Jūrmala, LV-2008
Kalēju iela 20, Jūrmala, LV-2008
Kalēju iela 23, Jūrmala, LV-2008
Kalēju iela 23A, Jūrmala, LV-2008
Kalēju iela 25, Jūrmala, LV-2008
Kalēju iela 26A, Jūrmala, LV-2008
Kalēju iela 3, Jūrmala, LV-2008
Kalēju iela 31, Jūrmala, LV-2008
Kalēju iela 33A, Jūrmala, LV-2008
Kalēju iela 35, Jūrmala, LV-2008
Kalēju iela 36A, Jūrmala, LV-2008
Kalēju iela 41, Jūrmala, LV-2008
Kalēju iela 43, Jūrmala, LV-2008
Kalēju iela 46, Jūrmala, LV-2008
Kalēju iela 46A, Jūrmala, LV-2008
Kalēju iela 47, Jūrmala, LV-2008
Kalēju iela 49, Jūrmala, LV-2008
Kalēju iela 51, Jūrmala, LV-2008
Kalēju iela 53, Jūrmala, LV-2008
Kalēju iela 54, Jūrmala, LV-2008
Kalēju iela 57, Jūrmala, LV-2008
Kalēju iela 58, Jūrmala, LV-2008
Kalēju iela 68, Jūrmala, LV-2008
Kalēju iela 76, Jūrmala, LV-2008
Kalnciema iela 11, Jūrmala, LV-2015
Kalnciema iela 15, Jūrmala, LV-2015
Kalnciema iela 20, Jūrmala, LV-2015
Kalnu iela 1, Jūrmala, LV-2008
Kalnu iela 12, Jūrmala, LV-2008
Kalnu iela 14, Jūrmala, LV-2008
Kalnu iela 17, Jūrmala, LV-2008
Kalnu iela 18, Jūrmala, LV-2008
Kalnu iela 19, Jūrmala, LV-2008
Kalnu iela 2, Jūrmala, LV-2008
Kalnu iela 20, Jūrmala, LV-2008
Kalnu iela 22, Jūrmala, LV-2008
Kalnu iela 25, Jūrmala, LV-2008
Kalnu iela 27, Jūrmala, LV-2008
Kalnu iela 29, Jūrmala, LV-2008
Kazeņu iela 14, Jūrmala, LV-2008
Kalnu iela 9A, Jūrmala, LV-2008
Kalsnavas iela 2A, Jūrmala, LV-2015
Kameņu iela 2, Jūrmala, LV-2012
Kanālu iela 1, Jūrmala, LV-2008
Kanālu iela 14, Jūrmala, LV-2008
Kanālu iela 15A, Jūrmala, LV-2008
Kanālu iela 17A, Jūrmala, LV-2008
Kanālu iela 19A, Jūrmala, LV-2008
Kanālu iela 22, Jūrmala, LV-2008
Kanālu iela 24, Jūrmala, LV-2008
Kanālu iela 25A, Jūrmala, LV-2008
Kanālu iela 3, Jūrmala, LV-2008
Kanālu iela 37B, Jūrmala, LV-2008
Kanālu iela 40, Jūrmala, LV-2008
Kanālu iela 42A, Jūrmala, LV-2008
Kanālu iela 44, Jūrmala, LV-2008
Kanālu iela 48A, Jūrmala, LV-2008
Kanālu iela 49, Jūrmala, LV-2008
Kanālu iela 51, Jūrmala, LV-2008
Kanālu iela 52, Jūrmala, LV-2008
Kanālu iela 55, Jūrmala, LV-2008
Kanālu iela 8, Jūrmala, LV-2008
Kandavas iela 15, Jūrmala, LV-2011
Kandavas iela 2, Jūrmala, LV-2011
Kandavas iela 31, Jūrmala, LV-2011
Kandavas iela 32, Jūrmala, LV-2011
Mazā Slokas iela 1, Jūrmala, LV-2015
Kapteiņa Zolta iela 113, Jūrmala, LV-2016
Kapteiņa Zolta iela 117, Jūrmala, LV-2016
Kapteiņa Zolta iela 120A, Jūrmala, LV-2016
Kapteiņa Zolta iela 121, Jūrmala, LV-2016
Kapteiņa Zolta iela 122, Jūrmala, LV-2016
Kapteiņa Zolta iela 123, Jūrmala, LV-2016
Kapteiņa Zolta iela 124, Jūrmala, LV-2016
Kapteiņa Zolta iela 128, Jūrmala, LV-2016
Kapteiņa Zolta iela 132, Jūrmala, LV-2016
Kapteiņa Zolta iela 140, Jūrmala, LV-2016
Kapteiņa Zolta iela 142, Jūrmala, LV-2016
Kāpu iela 100A, Jūrmala, LV-2008
Kāpu iela 103, Jūrmala, LV-2008
Kāpu iela 105, Jūrmala, LV-2008
Kāpu iela 106, Jūrmala, LV-2008
Kāpu iela 111/113, Jūrmala, LV-2008
Kāpu iela 118, Jūrmala, LV-2008
Kāpu iela 120, Jūrmala, LV-2008
Kāpu iela 127, Jūrmala, LV-2008
Kāpu iela 13, Jūrmala, LV-2008
Kāpu iela 131, Jūrmala, LV-2008
Kāpu iela 135, Jūrmala, LV-2008
Kāpu iela 139, Jūrmala, LV-2008
Kāpu iela 145, Jūrmala, LV-2008
Kāpu iela 149, Jūrmala, LV-2008
Kāpu iela 15, Jūrmala, LV-2008
Kāpu iela 17, Jūrmala, LV-2008
Kāpu iela 19, Jūrmala, LV-2008
Kāpu iela 22, Jūrmala, LV-2008
Kāpu iela 23, Jūrmala, LV-2008
Kāpu iela 25, Jūrmala, LV-2008
Kāpu iela 26B, Jūrmala, LV-2008
Kāpu iela 27, Jūrmala, LV-2008
Kāpu iela 31, Jūrmala, LV-2008
Kāpu iela 33, Jūrmala, LV-2008
Kāpu iela 34, Jūrmala, LV-2008
Kāpu iela 38, Jūrmala, LV-2008
Kāpu iela 39, Jūrmala, LV-2008
Kāpu iela 39A, Jūrmala, LV-2008
Kāpu iela 40A, Jūrmala, LV-2008
Kāpu iela 41, Jūrmala, LV-2008
Kāpu iela 42A, Jūrmala, LV-2008
Kāpu iela 45, Jūrmala, LV-2008
Kāpu iela 47, Jūrmala, LV-2008
Kāpu iela 49, Jūrmala, LV-2008
Kāpu iela 51, Jūrmala, LV-2008
Kāpu iela 52, Jūrmala, LV-2008
Kāpu iela 55A, Jūrmala, LV-2008
Kāpu iela 56, Jūrmala, LV-2008
Kāpu iela 57, Jūrmala, LV-2008
Kāpu iela 59, Jūrmala, LV-2008
Kāpu iela 62, Jūrmala, LV-2008
Kāpu iela 63, Jūrmala, LV-2008
Kāpu iela 69, Jūrmala, LV-2008
Kāpu iela 72, Jūrmala, LV-2008
Kāpu iela 73, Jūrmala, LV-2008
Kāpu iela 74, Jūrmala, LV-2008
Kāpu iela 76, Jūrmala, LV-2008
Kāpu iela 77, Jūrmala, LV-2008
Kāpu iela 78, Jūrmala, LV-2008
Kāpu iela 79, Jūrmala, LV-2008
Kāpu iela 80, Jūrmala, LV-2008
Kāpu iela 83, Jūrmala, LV-2008
Kāpu iela 85, Jūrmala, LV-2008
Kāpu iela 89, Jūrmala, LV-2008
Kāpu iela 91, Jūrmala, LV-2008
Kāpu iela 92, Jūrmala, LV-2008
Kāpu iela 94, Jūrmala, LV-2008
Kāpu iela 96, Jūrmala, LV-2008
Kāpu iela 97, Jūrmala, LV-2008
Kāpu iela 98, Jūrmala, LV-2008
Kārļa iela 2, Jūrmala, LV-2008
Kārļa iela 4, Jūrmala, LV-2008
Kārļa iela 5, Jūrmala, LV-2008
Kārklu iela 10, Jūrmala, LV-2008
Kārklu iela 5, Jūrmala, LV-2008
Karogu iela 17, Jūrmala, LV-2012
Karogu iela 2, Jūrmala, LV-2012
Karogu iela 4, Jūrmala, LV-2012
